Protein Id	Gene Symbol	Description	Number of peptides	pex19_1	pex19_2	pex19msp1_1	pex19msp1_2	pex3_1	pex3_2	pex3_3	pex3msp1_1	pex3msp1_2	pex3msp1_3
YAL003W	EFB1	"Translation elongation factor 1 beta; stimulates nucleotide exchange to regenerate EF-1 alpha-GTP for the next elongation cycle; part of the EF-1 complex, which facilitates binding of aminoacyl-tRNA to the ribosomal A site"	6	1578.56	403.03	1057.47	613.786	1409.63	1305.92	1783.85	1721.04	1488.1	1569.89
YAL005C	SSA1	"ATPase involved in protein folding and nuclear localization signal (NLS)-directed nuclear transport; member of heat shock protein 70 (HSP70) family; forms a chaperone complex with Ydj1p; localized to the nucleus, cytoplasm, and cell wall; 98% identical with Ssa2p, but subtle differences between the two proteins provide functional specificity with respect to propagation of yeast [URE3] prions and vacuolar-mediated degradations of gluconeogenesis enzymes"	123	44515.6	15920.3	43212.2	23449.3	44890.3	44790.8	52433.2	50684.7	54437.8	48319.3
YAL007C	ERP2	"Protein that forms a heterotrimeric complex with Erp1p, Emp24p, and Erv25p; member, along with Emp24p and Erv25p, of the p24 family involved in ER to Golgi transport and localized to COPII-coated vesicles"	4	1153.66	977.865	1199.05	871.011	1237.82	1190.17	1304.93	1038	1569.21	1080.35
YAL008W	FUN14	Mitochondrial protein of unknown function	1	81.9765	131.132	106.52	132.353	84.417	105.393	77.3091	86.4103	92.5836	74.4606
YAL009W	SPO7	"Putative regulatory subunit of Nem1p-Spo7p phosphatase holoenzyme, regulates nuclear growth by controlling phospholipid biosynthesis, required for normal nuclear envelope morphology, premeiotic replication, and sporulation"	4	831.372	588.778	788.909	745.689	652.933	1129.57	796.52	942.169	1164.63	754.135
YAL010C	MDM10	"Subunit of both the ERMES complex that links the ER to mitochondria, and of the mitochondrial sorting and assembly machinery (SAM complex) that functions in import and assembly of outer membrane beta-barrel proteins"	12	1302.69	1565.53	1432.31	1415.69	1046.1	1182.83	1197.02	1113.71	1041.32	1165.42
YAL011W	SWC3	"Protein of unknown function, component of the SWR1 complex, which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A; required for formation of nuclear-associated array of smooth endoplasmic reticulum known as karmellae"	1	25.4596	18.1084	27.9634	27.2044	57.8681	23.0446	23.0984	41.469	27.2631	33.6185
YAL012W	CYS3	"Cystathionine gamma-lyase, catalyzes one of the two reactions involved in the transsulfuration pathway that yields cysteine from homocysteine with the intermediary formation of cystathionine"	4	653.553	174.389	498.801	288.386	599.502	479.108	575.878	614.459	572.956	526.622
YAL013W	DEP1	"Transcriptional modulator involved in regulation of structural phospholipid biosynthesis genes and metabolically unrelated genes, as well as maintenance of telomeres, mating efficiency, and sporulation"	3	691.697	280.858	716.838	465.655	835.632	711.709	602.332	1536.21	888.239	965.512
YAL016W	TPD3	"Regulatory subunit A of the heterotrimeric protein phosphatase 2A (PP2A), which also contains regulatory subunit Cdc55p and either catalytic subunit Pph21p or Pph22p; required for cell morphogenesis and transcription by RNA polymerase III"	5	804.515	499.656	845.91	508.95	697.01	796.36	1008.04	722.358	766.372	862.694
YAL017W	PSK1	One of two (see also PSK2) PAS domain containing S/T protein kinases; coordinately regulates protein synthesis and carbohydrate metabolism and storage in response to a unknown metabolite that reflects nutritional status	3	310.787	340.029	196.42	295.973	312.369	680.234	236.926	277.318	461.068	266.881
YAL019W	FUN30	"Conserved member of the Snf2p family with ATP-dependent chromatin remodeling activity; has a role in silencing; potential Cdc28p substrate; authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies"	3	191.115	204.101	173.769	223.567	234.172	177.818	156.114	216.994	177.212	188.631
YAL021C	CCR4	"Component of the CCR4-NOT transcriptional complex, which is involved in regulation of gene expression; component of the major cytoplasmic deadenylase, which is involved in mRNA poly(A) tail shortening"	3	349.371	230.302	299.92	251.992	362.778	405.408	334.368	337.168	370.801	371.434
YAL023C	PMT2	"Protein O-mannosyltransferase, transfers mannose residues from dolichyl phosphate-D-mannose to protein Ser/Thr residues; involved in ER quality control; acts in a complex with Pmt1p, can instead interact with Pmt5; target for new antifungal"	33	7406.69	4116.52	7064.03	5275.44	7167.01	7085.88	7175.24	7171.13	7361.37	7736.69
YAL025C	MAK16	"Essential nuclear protein, constituent of 66S pre-ribosomal particles; required for maturation of 25S and 5.8S rRNAs; required for maintenance of M1 satellite double-stranded RNA of the L-A virus"	2	252.632	137.186	205.579	132.348	312.681	286.807	191.127	288.469	319.025	212.435
YAL026C	DRS2	Aminophospholipid translocase (flippase) that maintains membrane lipid asymmetry in post-Golgi secretory vesicles; contributes to clathrin-coated vesicle formation and endocytosis; mutations in human homolog ATP8B1 result in liver disease	10	969.78	627.193	890.261	709.24	941.504	1098.34	878.362	957.844	1040.21	881.606
YAL028W	FRT2	"Tail-anchored ER membrane protein, interacts with homolog Frt1p; promotes growth in conditions of high Na+, alkaline pH, or cell wall stress, possibly via a role in posttranslational translocation; potential Cdc28p substrate"	1	20.9064	24.9217	25.9544	29.4488	29.3603	35.4019	22.764	27.2453	37.1527	18.4145
YAL029C	MYO4	"One of two type V myosin motors (along with MYO2) involved in actin-based transport of cargos; required for mRNA transport, including ASH1 mRNA, and facilitating the growth and movement of ER tubules into the growing bud along with She3p"	3	194.642	116.793	148.895	139.775	234.021	246.785	180.408	210.03	232.94	169.42
YAL030W	SNC1	Vesicle membrane receptor protein (v-SNARE) involved in the fusion between Golgi-derived secretory vesicles with the plasma membrane; proposed to be involved in endocytosis; member of the synaptobrevin/VAMP family of R-type v-SNARE proteins	4	530.818	522.002	602.544	688.485	1462.44	979.093	190.746	704.699	1332.92	198.812
YAL031C	GIP4	Cytoplasmic Glc7-interacting protein whose overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation; potential Cdc28p substrate	8	1551.8	1208.1	1287.2	1126.41	1564.69	1548.79	1177.04	1378.59	1474.14	1018.31
YAL032C	PRP45	Protein required for pre-mRNA splicing; associates with the spliceosome and interacts with splicing factors Prp22p and Prp46p; orthologous to human transcriptional coactivator SKIP and can activate transcription of a reporter gene	1	69.0953	92.6895	49.9607	45.1264	85.6023	71.6047	71.2352	98.3245	63.4335	97.9953
YAL034C	FUN19	Non-essential protein of unknown function; expression induced in response to heat stress	3	234.009	131.033	212.642	157.431	319.507	237.599	253.235	386.433	296.208	290.94
YAL035W	FUN12	"GTPase, required for general translation initiation by promoting Met-tRNAiMet binding to ribosomes and ribosomal subunit joining; homolog of bacterial IF2"	9	1462.07	883.354	1395.99	1042.53	1617.43	1569.84	1562.05	1499.49	1683.44	1318.99
YAL036C	RBG1	"Member of the DRG family of GTP-binding proteins; associates with translating ribosomes; interacts with Tma46p, Ygr250cp, Gir2p and Yap1p via two-hybrid"	6	1029.25	572.746	1013.14	705.892	935.731	996.378	908.156	1120.68	1073.04	912.683
YAL038W	CDC19	"Pyruvate kinase, functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate, the input for aerobic (TCA cycle) or anaerobic (glucose fermentation) respiration"	77	18805.6	4099.94	11741.6	6454.67	14270.8	14758	21273.9	16998.3	17111.4	20117.8
YAL039C	CYC3	"Cytochrome c heme lyase (holocytochrome c synthase), attaches heme to apo-cytochrome c (Cyc1p or Cyc7p) in the mitochondrial intermembrane space; human ortholog may have a role in microphthalmia with linear skin defects (MLS)"	23	6998.65	11933.1	8461.73	10111.3	6808.8	6847.19	7236.92	7952.46	7148	8283.57
YAL041W	CDC24	"Guanine nucleotide exchange factor (GEF or GDP-release factor) for Cdc42p; required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing"	5	536.41	216.382	331.21	260.778	604.121	387.303	445.006	531.785	370.294	513.844
YAL042W	ERV46	"Protein localized to COPII-coated vesicles, forms a complex with Erv41p; involved in the membrane fusion stage of transport"	6	2540.33	1941.79	3198.78	2350.87	2493.46	3062.9	3536.67	1966.95	2235.17	1824.9
YAL044C	GCV3	"H subunit of the mitochondrial glycine decarboxylase complex, required for the catabolism of glycine to 5,10-methylene-THF; also required for all protein lipoylation; expression is regulated by levels of 5,10-methylene-THF"	6	958.878	1575.25	1170.64	1693.2	677.224	1096.55	787.506	857.176	767.702	928.242
YAL044W-A	YAL044W-A	Putative protein of unknown function; similar to S. pombe uvi31 which is a putative DNA repair protein	1	49.6079	76.8537	49.7354	66.8966	37.1699	51.2947	44.3524	42.13	41.583	31.7494
YAL046C	AIM1	Protein involved in mitochondrial function or organization; null mutant displays elevated frequency of mitochondrial genome loss	4	1117.83	2878.23	1773.98	2520.1	794.478	1164.22	1094.76	1070.92	1027.3	1082.23
YAL048C	GEM1	"Evolutionarily-conserved tail-anchored outer mitochondrial membrane GTPase which regulates mitochondrial morphology; cells lacking Gem1p contain collapsed, globular, or grape-like mitochondria; not required for pheromone-induced cell death"	15	2415.75	3547.71	3135.98	3794.25	1872.54	2726.38	2348.12	2561.53	2467.27	2398.03
YAL049C	AIM2	Cytoplasmic protein involved in mitochondrial function or organization; null mutant displays reduced frequency of mitochondrial genome loss; potential Hsp82p interactor	9	2950.33	758	2151.42	1054.2	2376.96	2856.26	3059.87	3233.82	3046.48	3016.95
YAL051W	OAF1	"Oleate-activated transcription factor, acts alone and as a heterodimer with Pip2p; activates genes involved in beta-oxidation of fatty acids and peroxisome organization and biogenesis"	1	65.4381	46.4665	62.6896	34.1703	91.4951	57.2273	38.277	80.1404	53.1779	49.0469
YAL053W	FLC2	Putative FAD transporter; required for uptake of FAD into endoplasmic reticulum; involved in cell wall maintenance	7	912.742	741.138	937.706	761.31	985.605	697.351	890.615	905.101	816.676	973.212
YAL054C	ACS1	"Acetyl-coA synthetase isoform which, along with Acs2p, is the nuclear source of acetyl-coA for histone acetylation; expressed during growth on nonfermentable carbon sources and under aerobic conditions"	14	3285.03	2928.44	1979.62	3417.23	2754.19	7035.51	3995.14	2969.67	5009.91	3758.68
YAL055W	PEX22	"Putative peroxisomal membrane protein required for import of peroxisomal proteins, functionally complements a Pichia pastoris pex22 mutation"	3	1062.41	1480.32	1873.77	2218.41	1186.36	1144.95	1013.75	1553.51	1618.58	1823.34
YAL056W	GPB2	"Multistep regulator of cAMP-PKA signaling; inhibits PKA downstream of Gpa2p and Cyr1p, thereby increasing cAMP dependency; inhibits Ras activity through direct interactions with Ira1p/2p; regulated by G-alpha protein Gpa2p; homolog of Gpb1p"	9	1533.98	862.115	1499.53	946.622	1525.02	1130.5	1222.11	1457.06	1323.17	1263.93
YAL058W	CNE1	"Calnexin; integral membrane ER chaperone involved in folding and quality control of glycoproteins; chaperone activity is inhibited by Mpd1p, with which Cne1p interacts; 24% identical to mammalian calnexin; Ca+ binding not yet shown in yeast"	1	226.644	152.714	209.353	158.666	244.206	229.671	237.9	190.1	286.811	163.381
YAL060W	BDH1	"NAD-dependent (R,R)-butanediol dehydrogenase, catalyzes oxidation of (R,R)-2,3-butanediol to (3R)-acetoin, oxidation of meso-butanediol to (3S)-acetoin, and reduction of acetoin; enhances use of 2,3-butanediol as an aerobic carbon source"	6	1144.58	270.004	784.574	405.028	1097.65	1085.65	1483.43	1017.67	1105.56	1329.61
YAL062W	GDH3	"NADP(+)-dependent glutamate dehydrogenase, synthesizes glutamate from ammonia and alpha-ketoglutarate; rate of alpha-ketoglutarate utilization differs from Gdh1p; expression regulated by nitrogen and carbon sources"	13	2099.62	640.717	1403.93	839.096	1471.42	1465.04	1897.3	1774.57	1837.18	1880.02
YAR002C-A	ERP1	"Protein that forms a heterotrimeric complex with Erp2p, Emp24p, and Erv25p; member, along with Emp24p and Erv25p, of the p24 family involved in ER to Golgi transport and localized to COPII-coated vesicles"	8	4034.74	2576.49	3722.94	2815.85	4008.7	4299.84	4805.25	3807.89	4942.29	4143.8
YAR002W	NUP60	"Subunit of the nuclear pore complex (NPC), functions to anchor Nup2p to the NPC in a process controlled by the nucleoplasmic concentration of Gsp1p-GTP; involved in nuclear export and cytoplasmic localization of specific mRNAs such as ASH1"	2	229.637	198.884	180.719	94.2797	272.906	206.99	148.498	226.873	194.689	180.386
YAR007C	RFA1	"Subunit of heterotrimeric Replication Protein A (RPA), which is a highly conserved single-stranded DNA binding protein involved in DNA replication, repair, and recombination"	18	2925.84	869.606	2287.31	1020.41	3284.87	2211.06	3175.84	3594.08	2429.85	3882.51
YAR008W	SEN34	"Subunit of the tRNA splicing endonuclease, which is composed of Sen2p, Sen15p, Sen34p, and Sen54p; Sen34p contains the active site for tRNA 3' splice site cleavage and has similarity to Sen2p and to Archaeal tRNA splicing endonuclease"	2	159.548	250.75	178.48	225.091	130.84	157.678	141.305	174.924	125.664	182.714
YAR010C	YAR010C	Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional	28	5557.75	3330.6	5582.52	4873.35	6352.37	7788.18	5270.2	8432.21	8664.98	5769.58
YAR015W	ADE1	"N-succinyl-5-aminoimidazole-4-carboxamide ribotide (SAICAR) synthetase, required for 'de novo' purine nucleotide biosynthesis; red pigment accumulates in mutant cells deprived of adenine"	9	1503.67	423.901	968.46	666.831	1578.08	1777.57	1723.4	1747.43	1655.5	1691.67
YAR018C	KIN3	Nonessential serine/threonine protein kinase; possible role in DNA damage response	2	229.38	172.03	212.091	179.972	212.321	290.135	206.291	260.501	287.066	210.488
YAR027W	UIP3	Putative integral membrane protein of unknown function; interacts with Ulp1p at the nuclear periphery; member of DUP240 gene family	1	28.2786	15.1348	16.4326	21.9259	40.964	33.2862	20.2669	29.6285	24.7336	12.817
YAR031W	PRM9	"Pheromone-regulated protein with 3 predicted transmembrane segments and an FF sequence, a motif involved in COPII binding; member of DUP240 gene family"	4	162.201	142.261	178.237	175.529	236.345	263.485	206.364	236.217	202.97	125.816
YAR035W	YAT1	"Outer mitochondrial carnitine acetyltransferase, minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated"	11	1575.44	469.897	775.8	564.557	1349.89	949.137	1148.87	1510.89	984.429	1277.07
YAR042W	SWH1	Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats; localizes to the Golgi and the nucleus-vacuole junction	15	1930.9	938.399	1366.83	1214.47	1661.65	1859.52	1718.48	1771.74	1802.97	1692.06
YBL002W	HTB2	"Histone H2B, core histone protein required for chromatin assembly and chromosome function; nearly identical to HTB1; Rad6p-Bre1p-Lge1p mediated ubiquitination regulates transcriptional activation, meiotic DSB formation and H3 methylation"	17	4437.43	2665.19	4059.38	2899.21	7297.66	3426.49	3655.3	8607.08	5215.6	6823.71
YBL003C	HTA2	"Histone H2A, core histone protein required for chromatin assembly and chromosome function; one of two nearly identical (see also HTA1) subtypes; DNA damage-dependent phosphorylation by Mec1p facilitates DNA repair; acetylated by Nat4p"	6	2055.23	1560.94	2098.75	1625.35	3362.85	1938.28	2276.99	4881.7	2852.79	3841.55
YBL004W	UTP20	"Component of the small-subunit (SSU) processome, which is involved in the biogenesis of the 18S rRNA"	5	465.229	255.125	469.573	319.904	379.642	452.64	407.701	470.221	524.767	321.59
YBL005W-B	YBL005W-B	"Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes"	15	4913.2	2757.98	4920.9	3836.79	5634.86	5366.07	5258.6	7426.97	7595.79	6348.32
YBL007C	SLA1	Cytoskeletal protein binding protein required for assembly of the cortical actin cytoskeleton; interacts with proteins regulating actin dynamics and proteins required for endocytosis; found in the nucleus and cell cortex; has 3 SH3 domains	13	2607.79	711.58	2515.75	985.878	2626.04	2972.09	2628.28	2336.67	2907.35	2343.85
YBL011W	SCT1	"Glycerol 3-phosphate/dihydroxyacetone phosphate dual substrate-specific sn-1 acyltransferase of the glycerolipid biosynthesis pathway, prefers 16-carbon fatty acids, similar to Gpt2p, gene is constitutively transcribed"	8	857.613	738.06	817.381	732.554	788.716	816.951	784.256	895.255	797.88	770.022
YBL013W	FMT1	"Methionyl-tRNA formyltransferase, catalyzes the formylation of initiator Met-tRNA in mitochondria; potential Cdc28p substrate"	7	1273.96	1397.68	1479.91	1629.9	851.45	1011.37	1136.8	1016.39	944.752	984.627
YBL015W	ACH1	"Protein with CoA transferase activity, particularly for CoASH transfer from succinyl-CoA to acetate; has minor acetyl-CoA-hydrolase activity; phosphorylated; required for acetate utilization and for diploid pseudohyphal growth"	270	60652.6	105547	57177.7	90130.4	51314.6	56548.2	53053.3	44533.8	46170.2	52097.5
YBL016W	FUS3	"Mitogen-activated serine/threonine protein kinase involved in mating; phosphoactivated by Ste7p; substrates include Ste12p, Far1p, Bni1p, Sst2p; inhibits invasive growth during mating by phosphorylating Tec1p, promoting its degradation"	5	1383.5	1164.39	1145.93	1328.81	1570.96	2493.9	1569.54	1757.68	2283.85	1856.56
YBL017C	PEP1	Type I transmembrane sorting receptor for multiple vacuolar hydrolases; cycles between the late-Golgi and prevacuolar endosome-like compartments	11	2193.42	1339.24	1862.11	1258.73	2294.39	2357.86	2119.39	2151.78	2498.15	2160.25
YBL019W	APN2	Class II abasic (AP) endonuclease involved in repair of DNA damage; homolog of human HAP1 and E. coli exoIII	3	506.839	306.866	506.613	314.724	440.24	589.013	410.063	532.21	547.057	412.2
YBL022C	PIM1	"ATP-dependent Lon protease, involved in degradation of misfolded proteins in mitochondria; required for biogenesis and maintenance of mitochondria"	89	19094.6	32716.9	24477	29447.2	16956.7	19383.2	19260.1	17429.4	18390.5	18444.1
YBL023C	MCM2	Protein involved in DNA replication; component of the Mcm2-7 hexameric complex that binds chromatin as a part of the pre-replicative complex	2	87.6178	45.3673	75.9203	69.2474	79.1082	104.494	61.0636	92.9201	85.6732	83.2006
YBL024W	NCL1	"S-adenosyl-L-methionine-dependent tRNA: m5C-methyltransferase, methylates cytosine to m5C at several positions in tRNAs and intron-containing pre-tRNAs; similar to Nop2p and human proliferation associated nucleolar protein p120"	7	1029.38	209.001	658.829	315.776	856.616	748.694	1059.4	917.115	824.704	975.575
YBL025W	RRN10	"Protein involved in promoting high level transcription of rDNA, subunit of UAF (upstream activation factor) for RNA polymerase I"	1	67.3953	49.2433	65.5657	43.1997	122.691	60.2331	61.2946	140.013	84.5937	110.981
YBL027W	RPL19B	"Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl19Ap and has similarity to rat L19 ribosomal protein; rpl19a and rpl19b single null mutations result in slow growth, while the double null mutation is lethal"	10	4883.92	1834.14	4233.51	2734.21	6933.28	4291.61	3856.69	5725.9	5174.39	4084.52
YBL029C-A	YBL029C-A	Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery; has potential orthologs in Saccharomyces species and in Yarrowia lipolytica	3	1393.66	1290.24	1754.07	1373.74	1533.7	2006.67	2145.52	1901.96	2086.64	2464.28
YBL030C	PET9	"Major ADP/ATP carrier of the mitochondrial inner membrane, exchanges cytosolic ADP for mitochondrially synthesized ATP; also imports heme and ATP; phosphorylated; required for viability in many lab strains that carry a sal1 mutation"	173	37852	46280.6	41783.8	47948.4	34555.7	35538.5	35981.3	39943.7	27367.7	37686.4
YBL032W	HEK2	"RNA binding protein involved in the asymmetric localization of ASH1 mRNA; represses translation of ASH1 mRNA, an effect reversed by Yck1p-dependent phosphoryation; regulates telomere position effect and length; similarity to hnRNP-K"	7	1301	600.137	1288.71	802.338	1152.47	1249.83	898.687	1384.13	1328.29	636.981
YBL033C	RIB1	GTP cyclohydrolase II; catalyzes the first step of the riboflavin biosynthesis pathway	2	1015.71	331.923	752.428	492.48	1036.59	949.188	1117.2	1130.94	1098.02	1341.47
YBL035C	POL12	"B subunit of DNA polymerase alpha-primase complex, required for initiation of DNA replication during mitotic and premeiotic DNA synthesis; also functions in telomere capping and length regulation"	1	65.1357	24.1294	53.0483	22.7666	52.695	40.9661	57.9005	52.6085	50.8224	48.502
YBL038W	MRPL16	Mitochondrial ribosomal protein of the large subunit	12	4828.86	7467.91	5312.31	6682.26	4830.89	5239.77	5376.14	6007.09	4612.19	6018.87
YBL039C	URA7	"Major CTP synthase isozyme (see also URA8), catalyzes the ATP-dependent transfer of the amide nitrogen from glutamine to UTP, forming CTP, the final step in de novo biosynthesis of pyrimidines; involved in phospholipid biosynthesis"	5	1898.33	593.987	1214.99	1011.31	1703.57	2836.99	2279.43	1977.32	2206.26	2466.86
YBL041W	PRE7	Beta 6 subunit of the 20S proteasome	4	1140.79	308.148	1023.33	498.597	883.872	886.796	1318.13	1133.59	1092.83	1174.79
YBL045C	COR1	"Core subunit of the ubiquinol-cytochrome c reductase complex (bc1 complex), which is a component of the mitochondrial inner membrane electron transport chain"	121	28216.1	37845.8	31289	37322.3	27978	24690.5	30064.9	26928.6	22294.9	35498.7
YBL047C	EDE1	"Key endocytic protein involved in a network of interactions with other endocytic proteins, binds membranes in a ubiquitin-dependent manner, may also bind ubiquitinated membrane-associated proteins"	27	6682.59	3309.48	7753.27	3536.99	6522	5547.63	6378.21	5706.63	5710.75	5860.31
YBL050W	SEC17	"Peripheral membrane protein required for vesicular transport between ER and Golgi, the 'priming' step in homotypic vacuole fusion, and autophagy; stimulates the ATPase activity of Sec18p; has similarity to mammalian alpha-SNAP"	13	2131.58	1008.57	2052.76	1697.9	2646.79	2929.81	2282.14	2696.34	2980.07	2467.36
YBL055C	YBL055C	3'-->5' exonuclease and endonuclease with a possible role in apoptosis; has similarity to mammalian and C. elegans apoptotic nucleases	4	826.479	1026.13	797.841	918.724	736.245	701.411	682.925	651.057	757.445	679.343
YBL056W	PTC3	Type 2C protein phosphatase (PP2C); dephosphorylates Hog1p (see also Ptc2p) to limit maximal kinase activity induced by osmotic stress; dephosphorylates T169 phosphorylated Cdc28p (see also Ptc2p); role in DNA damage checkpoint inactivation	3	419.463	213.875	346.71	217.453	396.759	327.886	443.04	405.358	380.306	449.834
YBL057C	PTH2	One of two (see also PTH1) mitochondrially-localized peptidyl-tRNA hydrolases; negatively regulates the ubiquitin-proteasome pathway via interactions with ubiquitin-like ubiquitin-associated proteins; dispensable for cell growth	15	2647.94	4417.85	3243.8	4175.47	2491.98	3441.91	3161.87	3237.16	3613.27	3308.73
YBL058W	SHP1	UBX (ubiquitin regulatory X) domain-containing protein that regulates Glc7p phosphatase activity and interacts with Cdc48p; interacts with ubiquitylated proteins in vivo and is required for degradation of a ubiquitylated model substrate	3	505.988	141.257	377.578	200.942	428.457	428.481	539.299	417.211	479.84	422.246
YBL059C-A	CMC2	Protein of the mitochondrial intermembrane space with a role in respiratory chain complex assembly or maintenance; contains twin Cx9C motifs that can form coiled coil-helix-coiled-coil helix fold	2	207.729	337.875	146.234	332.075	370.907	188.468	140.092	166.725	176.075	129.014
YBL059W	YBL059W	"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"	15	1805.74	2271.06	2277.04	2168.74	1581.28	1628.88	1978.8	1857.28	1564.06	1940.54
YBL060W	YEL1	Guanine nucleotide exchange factor specific for Arf3p; localized to the bud neck and tip; required for localization of Arf3p to the bud neck and tip	3	186.597	156.251	255.836	191.57	145.321	223.012	230.887	199.839	263.004	203.387
YBL061C	SKT5	"Activator of Chs3p (chitin synthase III), recruits Chs3p to the bud neck via interaction with Bni4p; has similarity to Shc1p, which activates Chs3p during sporulation"	1	95.621	62.3119	98.8118	72.5593	100.885	88.1126	79.0092	90.4098	92.1965	80.3147
YBL064C	PRX1	"Mitochondrial peroxiredoxin (1-Cys Prx) with thioredoxin peroxidase activity, has a role in reduction of hydroperoxides; reactivation requires Trr2p and glutathione; induced during respiratory growth and oxidative stress; phosphorylated"	39	6392.2	12052.9	8245.28	11394.7	4127	7290.1	5656.07	5221.71	5865.3	4971.22
YBL066C	SEF1	"Putative transcription factor, has homolog in Kluyveromyces lactis"	3	207.775	125.318	189.291	141.532	320.713	180.723	134.437	371.524	224.032	275.875
YBL067C	UBP13	"Putative ubiquitin carboxyl-terminal hydrolase, ubiquitin-specific protease that cleaves ubiquitin-protein fusions"	4	344.167	185.253	313.94	225.999	454.425	289.357	405.697	335.896	287.726	417.607
